web-scraper-order,web-scraper-start-url,vehicle-name,vehicle-desc,mileage,price,pagination
"1712863802-1347","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Ford Mustang Mach-E SÉLECT","SÉLECT TI

BARRURES DE ROUES
PNEUS HIVERS ET MAGS 18 POUCE
TAG DEJA INSTALLE
TAPIS HIVER DEJA INSTALLE
ENTREPOSAGE PNEUS
L'ECHANGE SERA REEVALUÉ À L'ARRIVEE DE LA COM
MOTEUR : 2 MOTEURS ÉLECTRIQUES (AVANT/ARRIÈRE
TRANSMISSION : 1 VITESSE
GROUPE D'ÉQUIPEMENTS 100A
ROUES : 18 PO...","10 km","$59,373",""
"1712863802-1348","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Tesla Model 3 Rent Now @$1299/Month Long Range - Lease Only","","9,672 km","$59,995",""
"1712863802-1349","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 BMW X3 X3 xDrive30e hybride rechargeable","Aucun dossier d`accident/dommage trouvé

Textez-nous : **********

Garantie supplémentaire : Disponible

Nos prix pour chaque voiture usagée sont évalués à la valeur marchande tous les jours pour vous assurer d'obtenir le meilleur véhicule au prix le plus bas.Nous sommes les n...","92,991 km","$29,923",""
"1712863802-1350","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Mercedes-Benz EQS 450 SUV (BEV)","","90 km","$119,651",""
"1712863802-1351","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Ford Mustang Mach-E SÉLECT","SÉLECT TI

BARRURES DE ROUES
TAPIS HIVER DEJA INSTALLE
PNEUS HIVERS DEJA INSTALLE
ALIGNEMENT
MOTEUR : 2 MOTEURS ÉLECTRIQUES (AVANT/ARRIÈRE
TRANSMISSION : 1 VITESSE
GROUPE D'ÉQUIPEMENTS 100A
ROUES : 18 PO EN ALUMINIUM PEINT GRIS CARBONI
NOIR OMBRE
PEINTURE DE SÉRIE
SIÈGES BAQUE...","10 km","$64,833",""
"1712863802-1352","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Kia Soul EV  Cuir Navigation Sièges chauffants et ventilés","VOITURE ELECTRIQUE CAMERA DE RECUL  CRUZE CONTROL","53,741 km","$18,988",""
"1712863802-1353","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Mercedes-Benz EQS 450 SUV (BEV)","","55 km","$130,718",""
"1712863802-1354","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2014 Nissan LEAF S CAMERA DE RECUL","BLUETOOTH - SIEGES ET VOLANT CHAUFFANT","130,563 km","$6,689",""
"1712863802-1355","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Mercedes-Benz EQS 450 SUV (BEV)","","90 km","$119,651",""
"1712863802-1356","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Tesla Model 3 Standard Range Plus RWD","","76,083 km","$29,999",""
"1712863802-1357","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Hyundai Kona Electric Preferred FWD","","40,500 km","$27,900",""
"1712863802-1358","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2018 Volkswagen E-Golf SEL Premium","","77,029 km","$18,495",""
"1712863802-1359","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2024 Genesis GV60 Advanced","","1,400 km","$71,795",""
"1712863802-1360","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Porsche Taycan GTS Sport Turismo AWD","Taycan GTS Sport Turismo très bien équipée, incluant PDCC, Direction arrière, Burmester, Intérieur GTS

Taxe de luxe déjà payée à l'origine, vente d'accomodation dans un concessionaire de la rive nord de Montréal. Mise en service en mai 2023. Protex fait à l'avant et protectio...","24,750 km","$161,975",""
"1712863802-1361","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Tesla Model 3 Performance AWD","Tesla Model 3 performance with an extra set of 18” wheels and Nokian Hakkapeliitta winter tires (paid 3000$, invoice available) 3M protection on the car (paid 2000$) almost always parked indoor and in mint condition minus the small chip on the windshield (see picture). TAG tra...","36,125 km","$49,995",""
"1712863802-1362","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2018 Volkswagen E-Golf CAM. DE RECUL * SIÈGES CHAUF. * BLUETOOTH *","-Caméra de recul

-Sièges chauffants

-Bluetooth

-Régulateur de vitesseDuclos Chrysler Jeep Dodge RAM est une entreprise familiale qui est en affaire dans lindustrie automobile depuis plus de 35 ans. Nous avons maintenant 4 succursales Duclos pour mieux vous servir. Elles son...","123,732 km","$17,191",""
"1712863802-1363","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Mercedes-Benz EQS 450 SUV (BEV)","","50 km","$130,713",""
"1712863802-1364","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2015 Tesla Model S Cuir, toit pano, SUPERCHARGEMENT GRATUIT À VIE","Tesla model S 70D AWD 2015 ***une seule taxe*** SUPERCHARGEMENT et internet illimité et gratuit à vie, Suspension refaite, pare brise neuf, attache remorque, cuir, toi panoramique, 5 sièges-volant-essuie-glace chauffant, 100% aluminium.","314,000 km","$23,950",""
"1712863802-1365","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Tesla Model 3 Standard Range Plus RWD","Entretien complet du véhicule effectué chez Honda Saint-Jean. 

Découvrez le futur de l'automobile dès aujourd'hui avec la Tesla Model 3 SR+ 2020 ! Cette voiture électrique révolutionnaire est synonyme de plaisir, d'efficacité et d'innovation. Si vous cherchez à vivre une expé...","76,835 km","$30,994",""
"1712863802-1366","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2014 Tesla Model S 4dr Sdn Performance","Tesla P90D 2014 , batterie neuve (2020) , moteur arrière changé , toujours entretenu A1 chez Tesla , entreposé dans un garage chauffé à l’année , condition impeccable.

Options: (tous)
-Système de son haut de gamme
-Autopilote
-Freins étriers rouge performance
-Ensemble  clima...","153,000 km","$46,000",""
"1712863802-1367","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Kia Soul EV Luxury CUIR/ NAVIGATION","Au Centre Certifié Taddeo Auto, nos voitures doccasion offrent un niveau de performance, de qualité, de sécurité et de confort dignes des plus hauts standards. Notre objectif est davoir les meilleurs prix du marché.    Livraison disponible partout au Canada!  // Shipping avail...","54,527 km","$17,399",""
"1712863802-1368","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Toyota RAV4 Prime PRIME XSE AWD Un propriétaire ! Économique !","Historique de service complet / Un seul propriétaire / Entièrement inspecté

Léveillé Toyota est présent depuis plus de 51 ans à Terrebonne, QC grâce à son souci d'un service à la clientèle de première classe avant tout. No1 au Québec pour le service: suite à une évaluation de...","80,173 km","$43,997",""
"1712863802-1369","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Tesla Model 3 Long Range AWD","Tesla Model 3 Dual Motor AWD Long Range 2019 
Original owner and impeccably maintained
Approx 460KM on 100% charge

117,000KM 
Private sale - Only 1 tax to pay 

- Premium connectivity included with this vehicle (this saves you $16/m for the car internet connection). 
- Autopi...","117,500 km","$31,500",""
"1712863802-1370","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 BMW i4 M50 Gran Coupe","XvDrive, Tres belle performance, tres belle autonomie, beaucoup de carbone et d’option","30,000 km","$68,000",""
"1712863802-1371","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2017 Volkswagen E-Golf 5-Dr Comfortline","","85,707 km","$16,989",""
"1712863802-1372","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Polestar 2 Launch Edition PERFORMANCE PACKAGE 469HP","","38,321 km","$40,995",""
"1712863802-1373","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Volkswagen E-Golf COMFORTLINE SIÈGES CHAUFFANT CAMRÉA DE RECUL","- Jamais accidenté - Comfortline - Sièges chauffant - Caméra de recul - Autonomie de 198km Nous offrons plusieurs moyens de communication : Appel ou SMS : ********** ?? 4?? 5?? 0?? 9?? 1?? 5?? 5?? 3?? 3?? 4?? Facebook Messenger :Cliquez ici pour nous écrire Nous sommes aussi d...","72,495 km","$19,994",""
"1712863802-1374","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2017 Chevrolet Bolt EV 5dr HB LT","","135,552 km","$18,984",""
"1712863802-1375","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Ford Escape Titanium hybride rechargeable TA","JAMAIS ACCIDENTÉ * Cuir * Toit ouvrant panoramique * Sièges électriques * Système de navigation * Détecteur d'angle mort * Bluetooth


En très bel état: avec ses quelques 43 063 km, il fera votre bonheur encore longtemps! Une inspection en 120 points a été faite (rapport d'ins...","43,063 km","$35,995",""
"1712863802-1376","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Volkswagen E-Golf Comfortline 4-Door CUIR ELECTRIC","","55,414 km","$19,995",""
"1712863802-1377","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Ford Fusion Energi Titanium FWD","Ford Fusion Energie Titanium 2020, cuir, toit ouvrant, véhicule très économique et agréable à conduire! 

Régate Kia Valleyfield situé au 2915 Boul. Mgrs Langlois et Régate Mitsubishi Valleyfield situé au 550 Boul. Mgrs Langlois! Deux concessions pour mieux vous servir. Une éq...","93,173 km","$20,599",""
"1712863802-1378","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Toyota Prius Prime Upgrade Un proprio! Caméra de recul Sièges chauff.","Historique de service complet / Un seul propriétaire / Jamais accidenté / Hybride

Léveillé Toyota est présent depuis plus de 51 ans à Terrebonne, QC grâce à son souci d'un service à la clientèle de première classe avant tout. No1 au Québec pour le service: suite à une évaluat...","76,979 km","$23,997",""
"1712863802-1379","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Chevrolet Bolt EV Bolt électric EV LT Bas kilo! Un proprio!","Un seul proprio / Jamais accidenté 

Léveillé Toyota est présent depuis plus de 51 ans à Terrebonne, QC grâce à son souci d'un service à la clientèle de première classe avant tout. No1 au Québec pour le service: suite à une évaluation des plus rigoureuses, notre équipe s'est m...","54,964 km","$24,997",""
"1712863802-1380","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 MINI Cooper 5 Door CUIR / NAVIGATION / CAMRA DE RECULE","","28,157 km","$27,999",""
"1712863802-1381","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Tesla Model Y Standard Range Super Clean! Nice Color / Super Pro","Contactez notre équipe pour réserver la démonstration et l'essai routier. Demandez directement à l'un de nos conseillers de vente des informations plus détaillées, incluant les vidéos, facetime ou plus de photos. Pour votre comfort nous fournissons les services suivants sur t...","57,000 km","$40,999",""
"1712863802-1382","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Polestar Polestar 2 Launch Edition","Taux de financement 3.99$ jusquà 72 mois garantie km illimité ou 29 juin 2027","30,848 km","$45,988",""
"1712863802-1383","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Tesla Model 3 Longue autonomie TI","// JAMAIS ACCIDENTÉ! //
// UN SEUL PROPRIÉTAIRE //

Découvrez le SEDAN Tesla Model 3 2023 version Longue autonomie TI, un véhicule électrique d'exception qui allie performance, élégance et technologie de pointe. Avec une autonomie impressionnante de 507,534 km, ce véhicule n'a...","9,585 km","$47,495",""
"1712863802-1384","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2018 Nissan LEAF SL Hatchback","Superbe Nissan Leaf 2018 SL
État carosserie : 9.5/10
État intérieur : 10/10

Seulement 87 800 km
1 seul propriétaire.
Batterie 40 kWh (batterie encore 100% - voir test de batterie effectué 23 février 2024)

Équipement inclus : 
Banc avant, arrière, mirroir et volant chauffant....","87,800 km","$16,500",""
"1712863802-1385","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Mercedes-Benz EQS 450 SUV (BEV)","","50 km","$130,713",""
"1712863802-1386","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Ford F-150 Lightning LARIAT 4WD SuperCrew 5.5' Box","2022 Ford Lightning Lariat ER. Garanti prolongée 60 mois. Vient avec boite de fibre (paye 6000$), verre sans cadre, verrouillage avec manette, grillage intérieur dans les vitre de côté, vitre entre le cab et la boîte. Protection ceramique fait à l'achat. Tapis weathertech Ford...","34,000 km","$85,000",""
"1712863802-1387","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2018 Tesla Model 3 Long range","Model 3 ; RWD ; long range battery (environ 500km) ; connectivité illimitée (valeur 15$/mois) ; Homelink installé (ouvre porte garage) ; kit de pneus 18pouces HIVERS sur jante ; kit de pneus 19pouces ÉTÉ sur jante ; ordinateur de bord changé en jan 2024 (garantie 1an) ; un seu...","116,000 km","$29,500",""
"1712863802-1388","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Hyundai Kona Electric Ultimate, CUIR, TOIT +++","// JAMAIS ACCIDENTÉ! //

Découvrez le VUS Hyundai Kona electric 2019, un véhicule électrique qui combine innovation et élégance. Avec sa couleur rouge éclatante et un intérieur noir raffiné, ce modèle Ultimate, CUIR, TOIT +++ offre une expérience de conduite premium. Sa transm...","109,294 km","$20,990",""
"1712863802-1389","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Volvo XC40 Recharge Pure Electric XC40 RECHARGE","Garantie 6 ans / 160 000 km inclus (Certified Pre-Owned Volvo)

Dernière chance de prendre la main sur ce bijou !
Profitez d'une transaction entre particulier et payez seulement la TVQ. Gardez 2 000 $ dans vos poches !

Disponible pour livraison immédiate !

Tous les sièges et...","96,000 km","$42,000",""
"1712863802-1390","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Volkswagen E-Golf Comfortline 4-Door","E-GOLF 2019 COMFORTLINE SIMILI-CUIR VRAIMENT TRÈS PROPRE, DÉMARRAGE SANS CLÉ, UN SEUL PROPRIÉTAIRE.","68,937 km","$20,695",""
"1712863802-1391","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2018 BMW i3 Auto w-Range Extender","BMW - I3
4 portes ( 2 papillons )
2018 BMW i3 W/ RANGE EXTENDER,  -
Systeme de navigation- Rétroviseurs électriques rétractables- Afficheur électronique des commandes de bord -Conduite éco ou performante - Freinage par décélération - Climatisation pre-programmable - Recharge p...","105,000 km","$26,500",""
"1712863802-1392","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Hyundai Kona Electric Ultimate FWD","Acheté neuf en 2022, garantie prolongée 8 ans transférable, un seul proprio, tapis d'hiver moulés, pneus 4 saison et d'hiver (Michelin X-Ice)","33,000 km","$33,995",""
"1712863802-1393","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Hyundai Kona Electric Preferred FWD","Bonjour, je vend mon véhicule Hyunday Kona électrique 2019 en parfaite condition (entretien facture à l'appuis), rien à faire, juste conduire et sauver un tonne d'argent en carburant, batterie principale changé à 52000 KM facture à l'appuis, jantes et pneus d'été et jantes et ...","105,767 km","$24,950",""
"1712863802-1394","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Hyundai Kona Electric Ultimate + CUIR + TOIT + CRUISE + CAMÉRA +++","FINANCEMENT À PARTIR DE 5.99% *** DOSSIER 100% APPROUVÉ, AUCUN CAS REFUSÉ *** 2e et 3e chance au crédit!!! Retard de paiement ou crédit en difficulté nous avons les spécialistes sur place. Nous reprenons tous vos échanges! + JAMAIS ACCIDENTÉ + + + + + ** Contactez-nous pour ve...","93,400 km","$24,569",""
"1712863802-1395","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Porsche Taycan Cross Turismo - CPO - 800V Battery","***NO LUXURY TAX - SANS TAXE DE LUXE - NATIONWIDE DELIVERY AVAILABLE***","56,305 km","$107,995",""
"1712863802-1396","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Kia Niro EV SX Touring","***100% ELECTRIQUE // AUTONOMIE ANNONCÉ DE 385KM // VERSION COMPLETEMENT EQUIPÉ SX TOURING*** KIA NIRO EV // TOIT OUVRANT // DEMARREUR A DISTANCE D'ORIGINE // GRANDE ECRAN TACTILE AVEC CAMERA DE RECUL // SYSTEME DE NAVIGATION // APPLE CARPLAY ET ANDROID AUTO // SIEGES CHAUFFAN...","40,535 km","$33,888",""
"1712863802-1397","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Lexus RZ 450e LUXURY +TOIT PANO + CAMERA 360 + SENSORS * 20","Lexus Prestige est un concessionnaire de la Rive Sud de Montréal. Tenant un inventaire Lexus certifié de qualité avec les meilleurs prix.","4,112 km","$58,995",""
"1712863802-1398","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2017 Nissan LEAF S ÉLECTRIQUE","VÉHICULE INSPECTÉ120 POINTS
MAINTENANCE COMPLÈTE EFFCTUÉE
AUCUN FRAIS CACHÉ
UNE TRANSACTION EN TOUTE CONFIANCE ET TRANSPARENCE
Le concessionnaire Hyundai à St-Eustache, vous accueil dans son département d'occasion spécialement aménagé pour répondre à vos critères de recherches...","97,907 km","$11,997",""
"1712863802-1399","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Polestar 2 Launch Edition PERFORMANCE PACKAGE 469HP","","19,274 km","$40,995",""
"1712863802-1400","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Lexus RZ 450e LUXURY + TOIT PANORAMIQUE + CAMERA 360 + SENSORS *","Lexus Prestige est un concessionnaire de la Rive Sud de Montréal. Tenant un inventaire Lexus certifié de qualité avec les meilleurs prix.","13,986 km","$55,995",""
"1712863802-1401","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Porsche Taycan Turbo Sedan","One of the nicest looking Porsche Taycan in Canada. Low mileage. Optional custom made Brixton Forged PF7 21 inch wheels. Please add $5,000 for wheels and tires. Car under warranty, possible warranty extension until mid May

More information:
Original 20 inch aero wheels with s...","35,700 km","$114,900",""
"1712863802-1402","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Hyundai Kona Electric Ultimate FWD","","61,700 km","$26,789",""
"1712863802-1403","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Polestar Polestar 2 Launch Edition","Garantie valide jusquau 2 mai 2027 ou KM illimité incluse et financement à partir de 3.99 %  Warranty until 2 may 2027 or unlimited KM included plus financing rate starting at 3.99 %  Inspection 170 points effectuée par nos techniciens certifiés Polestar 170 points inspection ...","88,000 km","$35,988",""
"1712863802-1404","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Polestar Polestar 2 Launch Edition","Garantie valide jusquau 29 septembre 2027 ou KM illimité incluse et financement à partir de 3.99 %  Warranty until 29 september 2027 or unlimited KM included plus financing rate starting at 3.99 %  Inspection 170 points effectuée par nos techniciens certifiés Polestar 170 poin...","44,806 km","$45,988",""
